org,name,language,license,version,has_codemeta,has_citation,has_zenodo
IlkerCa,t81_558_deep_learning,Jupyter Notebook,Apache-2.0,NA,FALSE,FALSE,FALSE
humbertovarona,mNC,MATLAB,MIT,1.0,FALSE,FALSE,FALSE
ppanero,zenodo-release-test,NA,MPL-2.0,v3,FALSE,FALSE,FALSE
kostas1515,GumbelActivationForLongTailSegmentation,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
pat-alt,deepvars,TeX,MIT,NA,FALSE,FALSE,FALSE
RIOT-OS,RIOT,C,LGPL-2.1,2022.04-devel,FALSE,FALSE,FALSE
tweber-ill,ill_mirror-takin2-meta,Shell,NA,NA,FALSE,FALSE,FALSE
puzzlef,pagerank-incremental-adjust-ranks,C++,MIT,1.0.0,FALSE,FALSE,FALSE
NOAA-OWP,inundation-mapping,Python,NA,v3.0.24.3,FALSE,FALSE,FALSE
FinnLidbetter,avoiding-collinearity,Java,NA,NA,FALSE,FALSE,FALSE
kopi22,coddifier,Java,NA,NA,FALSE,FALSE,FALSE
pyni,mmdetect_forme,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
bkuhlmann,archiver,Shell,NA,v6.0.0,FALSE,FALSE,FALSE
theodore-evans,xai-in-digital-pathology,HTML,NA,v1.1.0,FALSE,FALSE,FALSE
ICEI-PUC-Minas-PPLES-TI,PLF-ES-2021-2-TI1-7946100-republicas,JavaScript,CC-BY-4.0,NA,FALSE,FALSE,FALSE
sjvrijn,ModEA,Python,MIT,v0.5.0,FALSE,FALSE,FALSE
MNiMORPH,GRLP,Python,GPL-3.0,v1.6.0,FALSE,FALSE,FALSE
IBM,SCLPsolver,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
EzSylester,owasp-mstg,Shell,CC-BY-SA-4.0,v1.2,FALSE,FALSE,FALSE
castelao,GSW-rs,Rust,NA,v0.0.7,FALSE,FALSE,TRUE
BeeGass,Transformers,Python,NA,NA,FALSE,FALSE,FALSE
front-matter,briard,Ruby,MIT,v2.2.7,FALSE,TRUE,FALSE
ResearchObject,ro-crate-py,Jupyter Notebook,Apache-2.0,0.6.0,FALSE,FALSE,FALSE
gkanogiannis,CassavaGWASCIAT,Shell,GPL-3.0,v1.0.0,FALSE,FALSE,FALSE
CMU-SAFARI,Pythia,C++,NA,v1.3,FALSE,FALSE,FALSE
nialov,nialog,Python,MIT,v0.0.2,FALSE,FALSE,FALSE
automl,automl_template,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
allenai,allennlp,Python,Apache-2.0,v2.9.2,FALSE,FALSE,FALSE
cloudflare,zkp-ecdsa,TypeScript,Apache-2.0,0.2.3,FALSE,FALSE,FALSE
kffl,gocannon,Go,Apache-2.0,v1.2.1,FALSE,FALSE,FALSE
Sydney-Informatics-Hub,Shotgun-Metagenomics-Analysis,Shell,GPL-3.0,NA,FALSE,FALSE,FALSE
alesantuz,musclesyneRgies,R,NA,v1.1.3,FALSE,FALSE,FALSE
goucher-ml,2021-Fall_DeepFake_Research_Paper,NA,NA,NA,FALSE,FALSE,FALSE
KIT-Workflows,PCU-MOF,Python,GPL-3.0,v1.0.3,FALSE,FALSE,FALSE
HorizonRobotics,alf,Python,Apache-2.0,v0.0.6,FALSE,FALSE,FALSE
natir,yacrd,Rust,MIT,v1.0.0,FALSE,FALSE,FALSE
mrmrmrfinch,BachDuet-WebGUI,HTML,NA,NA,FALSE,FALSE,FALSE
sensebox,React-Ardublockly,JavaScript,Apache-2.0,NA,FALSE,FALSE,FALSE
Radishi,mmpose,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
ajp-cdf,Sanders-et-al-2021-code,NA,GPL-3.0,v1.0.0,FALSE,FALSE,FALSE
jplimagomes,Template-de-repositorio,TeX,NA,NA,FALSE,FALSE,FALSE
ArianePinche,AtelierTEI,XSLT,NA,NA,FALSE,FALSE,FALSE
bjmorgan,bsym,Python,MIT,v0.1.3,TRUE,FALSE,TRUE
JimKing100,PrivacyHistos,Python,MIT,NA,FALSE,FALSE,FALSE
jyotidabass,medical_dataset_curation,Python,NA,NA,FALSE,FALSE,FALSE
RehabAUmc,modys-video,Jupyter Notebook,Apache-2.0,v0.1.1,FALSE,FALSE,FALSE
rOpenGov,rogtemplate,R,NA,NA,TRUE,FALSE,FALSE
christianholland,thesis,TeX,GPL-3.0,2021-09-18,FALSE,FALSE,FALSE
dieghernan,leaflet-providersESP,JavaScript,MIT,v1.3.0,FALSE,FALSE,FALSE
DynamicGenetics,Spotify-Rehydrator,Python,GPL-3.0,v0.1.1,FALSE,FALSE,FALSE
Unity-Technologies,PeopleSansPeople,C#,Apache-2.0,NA,FALSE,FALSE,FALSE
openrocket,openrocket,Java,NA,release-android-13.11,FALSE,FALSE,FALSE
cognitiveailab,tg2021task,Python,MIT,NA,FALSE,FALSE,FALSE
ManimCommunity,manim,Python,MIT,v0.15.1,FALSE,FALSE,FALSE
David-19940718,mmclassification,C++,Apache-2.0,NA,FALSE,FALSE,FALSE
theresearchai,aipi_530,Python,MIT,NA,FALSE,FALSE,FALSE
gallantlab,pymoten,Python,BSD-2-Clause,0.0.4,FALSE,FALSE,FALSE
r02222044,stable-baselines3_n_steps,Python,MIT,NA,FALSE,FALSE,FALSE
james-d-pickering,SFG_localfieldfactors,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
jeremiasgd,ERNA-code,NA,NA,NA,FALSE,FALSE,FALSE
erdogant,ismember,Python,NA,1.0.1,FALSE,FALSE,FALSE
iccmr-quantum,Intro-to-Quantum-Computer-Music,Jupyter Notebook,MIT,v1.0.0,FALSE,FALSE,FALSE
Yuang-Deng,memory_head,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
swsoyee,TCC-GUI,R,MIT,NA,FALSE,FALSE,FALSE
ready4-dev,ready4use,R,NA,v0.0.0.92201,FALSE,FALSE,FALSE
SwanseaUniversityMedical,multimorbidity_hypergraphs,Python,GPL-3.0,v0.3.5,FALSE,FALSE,FALSE
Zeffiretti,lab-website,SCSS,BSD-3-Clause,NA,FALSE,FALSE,FALSE
kiperry,Arthropod_Marking,NA,NA,v1.0,FALSE,FALSE,FALSE
RSMI-NE,RSMI-NE,Python,Apache-2.0,v0.2.0-alpha,FALSE,FALSE,FALSE
"NAIST-SE",SATDinBuildSystems,Jupyter Notebook,CC0-1.0,NA,FALSE,FALSE,FALSE
caselawanalytics,CaseLawAnalytics,Jupyter Notebook,NA,v0.3.3,FALSE,FALSE,FALSE
fusion-energy,openmc_mesh_tally_to_vtk,Python,MIT,v0.2.1,FALSE,FALSE,FALSE
inbo,protocolhelper,CSS,GPL-3.0,NA,FALSE,FALSE,TRUE
adeslatt,MacTerminalWindowSetup,NA,CC-BY-4.0,NA,FALSE,FALSE,FALSE
microsoft,onnxruntime,C++,MIT,v1.11.0,FALSE,FALSE,FALSE
hothman,text_mining,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
jeffersonfparil,violinplotter,R,NA,manuscript,FALSE,FALSE,FALSE
john-susitronix,hls_etharb,Tcl,MIT,2019.1,FALSE,FALSE,FALSE
OpenDA-Association,pyopenda,Python,LGPL-3.0,NA,FALSE,FALSE,FALSE
ardaram,kunda-lab,SCSS,BSD-3-Clause,NA,FALSE,FALSE,FALSE
caltechlibrary,eprinttools,Go,NA,v1.0.2,TRUE,FALSE,FALSE
microsoft,FLAML,Jupyter Notebook,MIT,v1.0.0,FALSE,FALSE,FALSE
SoftlySplinter,kyffin-digital-analysis,Python,NA,v1.0,FALSE,FALSE,FALSE
tum-gis,rtron,Kotlin,Apache-2.0,v1.2.2,FALSE,FALSE,FALSE
basakbircan09,EmotionDetection,Python,NA,NA,FALSE,FALSE,FALSE
nwlandry,time-dependent-infectiousness,Python,NA,v0.3,FALSE,FALSE,FALSE
patrick-vieira,INF01151,C++,NA,NA,FALSE,FALSE,FALSE
MiriamCobo,BrainGut-WineUp,Jupyter Notebook,Apache-2.0,NA,FALSE,FALSE,FALSE
ChristophReich1996,OSS-Net,Python,MIT,NA,FALSE,FALSE,FALSE
seanpm2001,seanpm2001,Python,NA,V1.1.0,FALSE,FALSE,FALSE
asenogles,slidepy,Python,LGPL-3.0,v0.0.1-alpha,FALSE,FALSE,FALSE
stilist,drjohndee.net,Ruby,NA,v1.0.13,FALSE,FALSE,FALSE
ArmaanAhmed22,gRNA_create,HTML,MIT,v0.0.1,FALSE,FALSE,FALSE
NTIA,p528,C++,NA,v5.1,FALSE,FALSE,TRUE
seanpm2001,KhanAcademyData_u-Seanwallawallaofficial,JavaScript,NA,V1.27.1,FALSE,FALSE,FALSE
openscript,course-clock-ipa,TeX,AGPL-3.0,NA,FALSE,FALSE,FALSE
pai-disc,tensorflow,C++,Apache-2.0,NA,FALSE,FALSE,TRUE
Supermaxman,pytorch-gleam,Python,Apache-2.0,v0.5.0,FALSE,FALSE,FALSE
martijnschouten,raspberry-bioamplifier,MATLAB,GPL-3.0,V1.0.1,FALSE,FALSE,FALSE
a-Imantha,e-learning-survey-data,NA,NA,NA,FALSE,FALSE,FALSE
metaBIOlab,CorticalFoldingHumans_deaging_harmonization,HTML,NA,zenodo,FALSE,FALSE,FALSE
JeschkeLab,DeerLab,Python,MIT,v0.13.2,FALSE,FALSE,FALSE
isyangshu,DABNet,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
genome-spy,genome-spy,JavaScript,BSD-2-Clause,workshop-release,FALSE,FALSE,FALSE
Rushidave10,Inverted-Double-Pendulum,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
HT-hlf,mmdetection_miner-2.22.0,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
ChenyuLy,P,Python,NA,NA,FALSE,FALSE,FALSE
ghammad,pyActigraphy,Python,GPL-3.0,v1.0,FALSE,FALSE,FALSE
pangenome,odgi,C++,MIT,v0.7.0,FALSE,FALSE,FALSE
slcs-jsc,jurassic,C,GPL-3.0,v1.8,FALSE,FALSE,FALSE
watchexec,cargo-watch,Rust,Apache-2.0,v8.1.2,FALSE,FALSE,FALSE
dmyersturnbull,science-notebook-template,Jupyter Notebook,Apache-2.0,v0.1.0,FALSE,FALSE,FALSE
stella-project,stella-search,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
AlarithUhde,Social-Practice-Silhouettes-Set,NA,CC0-1.0,v1.1.1,FALSE,FALSE,FALSE
harshraj22,vqa,Python,NA,initial_multi_image_vqa,FALSE,FALSE,FALSE
CVPR2022-911,PPH,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
vertesy,Stringendo,R,GPL-3.0,v0.2.6,FALSE,FALSE,FALSE
hipster-philology,flask_pie,Python,NA,v0.1.2,FALSE,FALSE,FALSE
tecnd,adwinGUI,C,NA,last-compat,FALSE,FALSE,FALSE
KTong821,wato_mmdetection3d,Python,NA,NA,FALSE,FALSE,FALSE
andreasvc,udstyle,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
fwilhelmi,blockchain_block_size_optimization,MATLAB,GPL-3.0,NA,FALSE,FALSE,FALSE
stephane-caron,lipm_walking_controller,C++,BSD-2-Clause,v1.6,FALSE,FALSE,FALSE
longitude-jyang,hydro-suite,MATLAB,MIT,v1.0.0,FALSE,FALSE,FALSE
zbmed-semtec,bioschemas-github-markup-example,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
bkahlert,ansible-vault-pass-client,Shell,MIT,v0.1.0,FALSE,FALSE,FALSE
JATOS,JATOS,JavaScript,Apache-2.0,v3.7.4-alpha,FALSE,FALSE,FALSE
lxuechen,swissknife,Python,MIT,NA,FALSE,FALSE,FALSE
mauroccm,imgAnalysis,ImageJ Macro,GPL-3.0,v0.1-test,FALSE,FALSE,FALSE
MartGon,BlockBuster,C++,NA,NA,FALSE,FALSE,FALSE
BYU-PRISM,GEKKO,Python,NA,v1.0.2,FALSE,FALSE,FALSE
Global-Biofoundries-Alliance,pipette-show,Vue,MIT,NA,FALSE,FALSE,FALSE
extratone,lmv22,HTML,NA,NA,FALSE,FALSE,FALSE
Grain-Cropping-Systems-Lab,UC-Small-Grain-Seeding-Rate-Calculator,R,MIT,NA,FALSE,FALSE,FALSE
caltechlibrary,handprint,Python,NA,v1.5.6,TRUE,FALSE,FALSE
anilyaman,Metacontrol-of-social-learning-strategies,MATLAB,GPL-3.0,NA,FALSE,FALSE,FALSE
changjiahao,ddod_extend,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
davidson-consulting,diff-jjoules,Java,GPL-3.0,NA,FALSE,FALSE,FALSE
puzzlef,pagerank-cuda-optimization-skip-inidenticals,C++,MIT,1.0.0,FALSE,FALSE,FALSE
PSL-Chartes-HTR-Students,TNAH-2021-Projet-Notre-Dame,TeX,NA,1.0,FALSE,FALSE,FALSE
remlapmot,OneSampleMR,R,GPL-3.0,v0.1.0,FALSE,FALSE,FALSE
CharlesPikachu,pytoydl,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
semantic-systems,NLIWOD,Java,AGPL-3.0,0.0.1,FALSE,FALSE,FALSE
wxzh,CP,Haskell,BSD-3-Clause,toplas,FALSE,FALSE,FALSE
jlumbroso,affirmative-sampling,NA,LGPL-3.0,NA,FALSE,FALSE,FALSE
shizukanaskytree,tensorflow,C++,Apache-2.0,v2.4.1,FALSE,FALSE,TRUE
ar4,agdeblend,C,NA,v1.0.2,FALSE,FALSE,FALSE
natir,fpa,Rust,MIT,v0.5.1,FALSE,FALSE,FALSE
humboldtdigital,ediarum.PROHD.edit,XSLT,CC0-1.0,NA,FALSE,FALSE,FALSE
pm4knime,pm4knime-core,Java,Apache-2.0,v1.0.1,FALSE,FALSE,TRUE
JeromeBollinger,Viergewinnt,C++,NA,NA,FALSE,FALSE,FALSE
fschuch,the-plunging-flow-by-3D-LES,Jupyter Notebook,BSD-3-Clause,NA,FALSE,FALSE,FALSE
Vastlab,vast,Python,NA,NA,FALSE,FALSE,FALSE
LyonsLab,PhytoOracle,Python,MIT,NA,FALSE,FALSE,FALSE
madminer-tool,madminer,Python,MIT,v0.9.3,FALSE,FALSE,FALSE
tina-1007,Nuclei-Segmentation,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
MMTObservatory,mmtwfs,Jupyter Notebook,BSD-3-Clause,v2.0.2,FALSE,FALSE,FALSE
pybamm-team,PyBaMM,Python,BSD-3-Clause,v22.3,FALSE,FALSE,FALSE
Tehnix,master-thesis,TeX,NA,NA,FALSE,FALSE,FALSE
swsoyee,2019-ncov-japan,R,MIT,20210508,FALSE,FALSE,FALSE
linwang98,rachel-lab-website,SCSS,BSD-3-Clause,NA,FALSE,FALSE,FALSE
philipdarke,ukbb-ehr-data,R,MIT,v1.0.0,FALSE,FALSE,FALSE
jobreu,reproducible-research-gesis-2021,HTML,NA,NA,FALSE,FALSE,FALSE
effector,effector,TypeScript,MIT,v21.2.2,FALSE,FALSE,FALSE
GeostatsGuy,GeostatsPy,Jupyter Notebook,MIT,v0.3,FALSE,FALSE,FALSE
pr4deepr,GutAnalysisToolbox,ImageJ Macro,BSD-3-Clause,zenodo,FALSE,FALSE,FALSE
htcondor,htcondor,C++,Apache-2.0,ztest,FALSE,FALSE,FALSE
anamello,RetrieveSeq,Python,NA,v1.1.1-beta,FALSE,FALSE,FALSE
CognitiveNeuroLab,resting-state-analysis-pipeline-microstates-frequency,MATLAB,MIT,v1.0,FALSE,FALSE,FALSE
foxelas,medHSI,MATLAB,NA,NA,FALSE,FALSE,FALSE
rkupffer,ExploratoryAnalysesCRinMFC,R,NA,NA,FALSE,FALSE,FALSE
NLeSC,structure-from-motion,Python,GPL-2.0,v1.0.1,FALSE,FALSE,TRUE
sales-lab,graphite,R,NA,NA,FALSE,FALSE,FALSE
Bo396543018,Picodet_Pytorch,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
salrodgom,flama,Fortran,GPL-3.0,v1.1,FALSE,FALSE,FALSE
minetest-palamod,palamod,Lua,GPL-3.0,0.0.2,FALSE,FALSE,FALSE
dcdace,Domain-general,Jupyter Notebook,NA,v1.2,FALSE,FALSE,FALSE
theochem,procrustes,Python,GPL-3.0,1.0.0,FALSE,FALSE,FALSE
patrikhuber,eos,C++,Apache-2.0,v1.2.1,FALSE,FALSE,FALSE
JarronL,pynrc,Jupyter Notebook,MIT,v1.0.4,FALSE,FALSE,FALSE
tami64,BinBRO_Max_UFLP,Roff,MIT,NA,FALSE,FALSE,FALSE
mgemath,AtiyahBott.jl,Julia,MIT,NA,FALSE,FALSE,FALSE
IR-SearchEngine,Search-Engine,Java,NA,NA,FALSE,FALSE,FALSE
wangzehui20,farmland-instance-segmentation,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
online-behaviour,machine-learning,Python,Apache-2.0,v1.0,FALSE,FALSE,FALSE
govertb,GPUGraphLayout,C++,NA,NA,FALSE,FALSE,FALSE
puzzlef,pagerank-adjust-damping-factor-stepwise.js,JavaScript,MIT,1.0.0,FALSE,FALSE,FALSE
hanhan2157,modelingDrawio,JavaScript,Apache-2.0,v16.2.4,FALSE,FALSE,FALSE
Transparency-in-the-non-profit-sector,np-transparency,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
hyperledger,fabric,Go,Apache-2.0,v2.4.3,FALSE,FALSE,FALSE
Robin329,CPlusPlusThings,C++,NA,v1.0.0,FALSE,FALSE,FALSE
harshfeudal,Cpp-json,C++,NA,NA,FALSE,FALSE,FALSE
FAIR-data-for-CAPACITY,FHIR-to-CAPACITY,Jupyter Notebook,Apache-2.0,v0.1.1,FALSE,FALSE,FALSE
farivarlab,ModifiedVanLoonModelSims,MATLAB,CC-BY-4.0,v0.1.0,FALSE,FALSE,FALSE
telatin,seqfu2,Nim,GPL-3.0,v1.10.0,FALSE,FALSE,FALSE
OldScripter,Task_32_1,C++,NA,NA,FALSE,FALSE,FALSE
rjones30,HDGeant4,C++,NA,2.30.3,FALSE,FALSE,FALSE
predictive-analytics-lab,EthicML,Python,GPL-3.0,v0.7.1,FALSE,FALSE,FALSE
catg-umag,ncov2019-ont-nf,Python,MIT,v.1.5,FALSE,FALSE,FALSE
CuongNN218,zalo_ltr_2021,Python,NA,NA,FALSE,FALSE,FALSE
Amik-TJ,cse_445_used_car_price_prediction_using_machine_learning,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
sota-joson,KE-RCNN,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
Leskur,beau-draw,JavaScript,Apache-2.0,NA,FALSE,FALSE,FALSE
warint,shapeR,R,NA,NA,FALSE,FALSE,FALSE
ROBAS-UCLA,Brushing-Behavior,R,MIT,NA,FALSE,FALSE,FALSE
aureguerrero,sahi,Python,MIT,NA,FALSE,FALSE,FALSE
nathantgray,Lux-Design-2021,Jupyter Notebook,Apache-2.0,NA,FALSE,FALSE,FALSE
KIT-IBT,AugmentA,Python,NA,v1.0,FALSE,FALSE,FALSE
davidycliao,bisCrawler,Python,MIT,NA,FALSE,FALSE,FALSE
techiaith,geiriau-mwyaf-aml,NA,Apache-2.0,19.09,FALSE,FALSE,FALSE
IgWod,low-precision-nnd,Python,MIT,NA,FALSE,FALSE,FALSE
wieselundco,erfolgskontrolleData,R,CC-BY-4.0,NA,FALSE,FALSE,FALSE
sxs-collaboration,spectre,C++,NA,v2022.04.04,FALSE,FALSE,FALSE
caltechlibrary,py-cli-template,Makefile,NA,v1.2.0,TRUE,FALSE,FALSE
briangkatz,oa,HTML,MIT,NA,FALSE,FALSE,FALSE
interactivereport,CellDepot,JavaScript,NA,v1.1,FALSE,FALSE,FALSE
watchexec,watchexec,Rust,Apache-2.0,lib-v2.0.0-pre.14,FALSE,FALSE,FALSE
thetimeofblack,lab-website-template1,SCSS,BSD-3-Clause,NA,FALSE,FALSE,FALSE
softwaresaved,introduction-to-software-management-plans,NA,NA,NA,FALSE,FALSE,FALSE
reizio,reiz.io,Python,NA,v1.0.0,FALSE,FALSE,FALSE
seanpm2001,SeansLifeArchive_Images_Bit_City_-NimbleBit_Game-,Rust,GPL-3.0,M5V1.0.1B,FALSE,FALSE,FALSE
SENSES-Lab-Sapienza,ns3-woss-docker,Dockerfile,MIT,v1.0.0,FALSE,FALSE,FALSE
t-weber,electro,C,GPL-3.0,ver-0.0.5,FALSE,FALSE,FALSE
LKbrilliant,Brain-Download-Datasets,Python,MIT,NA,FALSE,FALSE,FALSE
ChristophReich1996,Multi-StyleGAN,Python,MIT,NA,FALSE,FALSE,FALSE
luziatrinca,variance-dispersion,C,GPL-3.0,NA,FALSE,FALSE,FALSE
agnwinds,python,C,GPL-3.0,vthin77a,FALSE,FALSE,FALSE
ComPlat,chemotion_ELN,JavaScript,AGPL-3.0,v1.1.3,FALSE,FALSE,FALSE
cedholm,Gradient-descent-methods-in-machine-learning,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
RodrigoAVargasHdz,steady_state_jax,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
gipso,encryptrpak,R,NA,v0.2.0,TRUE,FALSE,FALSE
FedeMandelli,MosquitoesTimer,Python,GPL-3.0,alpha,FALSE,FALSE,FALSE
stephane-caron,capture_walking_controller,C++,BSD-2-Clause,NA,FALSE,FALSE,FALSE
JuliaIntervals,IntervalLinearAlgebra.jl,Julia,MIT,v0.1.5,FALSE,FALSE,FALSE
eshanking,fears,Python,MIT,NA,FALSE,FALSE,FALSE
martijnschouten,diabase_cura_post_processor,Python,NA,V1.0.1,FALSE,FALSE,FALSE
IgnacioPardo,RoadTrip,HTML,MIT,NA,FALSE,FALSE,FALSE
sebastianzwickl,downscaling-paper,TeX,NA,NA,FALSE,FALSE,FALSE
JuliaDataScience,JuliaDataScience-PT,Julia,NA,edition-1,FALSE,FALSE,FALSE
QuantumPackage,qp2,Fortran,AGPL-3.0,v2.0.0-beta,FALSE,FALSE,FALSE
CenterForAssessment,SGP,R,GPL-3.0,ea0d75e,FALSE,FALSE,FALSE
bridgedb,InteractionDB,Java,NA,NA,FALSE,FALSE,FALSE
lrogitt,20220113-OpenScienceTraining,NA,MIT,NA,FALSE,FALSE,FALSE
bkuhlmann,xdg,Ruby,NA,6.3.1,FALSE,FALSE,FALSE
meshpro,pygalmesh,C++,GPL-3.0,v0.10.6,FALSE,FALSE,FALSE
dbogatov,fabric-simulator,Go,NA,usenix-20-first-submission,FALSE,FALSE,FALSE
jonperdomo,openmht,Python,GPL-3.0,v1.0.0,FALSE,FALSE,FALSE
d-eller,research-software,Python,NA,v1.1.0,FALSE,FALSE,FALSE
cct-datascience,rangeland-restore,R,BSD-3-Clause,NA,FALSE,FALSE,FALSE
techiaith,lecsicon-cymraeg-bangor,NA,CC0-1.0,211028,FALSE,FALSE,FALSE
talha1503,transformers_event_summarization,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
Rishit-dagli,CPPE-Dataset,Python,Apache-2.0,v0.1.0,FALSE,FALSE,FALSE
bkuhlmann,sublime_text_kit,Ruby,NA,v7.0.0,FALSE,FALSE,FALSE
franneck94,UdemyCppPro,CMake,MIT,NA,FALSE,FALSE,FALSE
jiehwan94,Price_Prdiction_Using_NLP,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
gradhep,neos,Jupyter Notebook,BSD-3-Clause,v0.2.1,FALSE,FALSE,FALSE
MatterBaby,ENGS90_Software,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
mcagriaksoy,wlcssCUDA-template-matching,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
fidus58,networkit_with_attributes,C++,MIT,NA,FALSE,FALSE,FALSE
kubwai,plastic_mask_rcnn,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
megasanjay,test1,NA,NA,NA,TRUE,FALSE,TRUE
softsys4ai,unicorn,Python,MIT,EuroSys2022,FALSE,FALSE,FALSE
mpi-astronomy,mpia-python-template,Python,BSD-3-Clause,NA,FALSE,FALSE,FALSE
NorthernWidget,T9602_Library,C++,GPL-3.0,v1.0.0,FALSE,FALSE,FALSE
DouweHorsthuis,EEG_to_ERP_pipeline_stats_R,MATLAB,MIT,v2.0,FALSE,FALSE,FALSE
ulelab,peka,Python,GPL-3.0,v0.1.5,FALSE,FALSE,FALSE
ESDS-Lab,FEAP-AceGen,Mathematica,NA,v1.0.2,FALSE,FALSE,FALSE
SarthakYadav,audax,Python,BSD-2-Clause,v0.0.3,FALSE,FALSE,FALSE
aphalo,ggpp,R,NA,NA,FALSE,FALSE,FALSE
jiaxiangc,mmdetection-mine,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
pch5099,min,Python,NA,NA,FALSE,FALSE,FALSE
sublatelog,mmsegmentation,Python,Apache-2.0,v0.20.2,FALSE,FALSE,FALSE
NachiStern,OutOfEq-Coupled-Learning,Python,NA,Software,FALSE,FALSE,FALSE
nikku1234,Code-Practise,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
ICEI-PUC-Minas-PPLES-TI,plf-es-2021-1-ti1-7946100-08-protecao-a-mulher,JavaScript,CC-BY-4.0,NA,FALSE,FALSE,FALSE
unipept,unipept-visualizations,TypeScript,MIT,2.1.0,FALSE,FALSE,FALSE
rjones30,Diracxx,C++,NA,2.0.3,FALSE,FALSE,FALSE
labsyspharm,cylinter,Python,MIT,NA,FALSE,FALSE,FALSE
Ceyron,machine-learning-and-simulation,Python,MIT,NA,FALSE,FALSE,FALSE
puzzlef,pagerank-optimization-split-components,C++,MIT,1.0.0,FALSE,FALSE,FALSE
eeveetza,LFMFSmoothEarth,MATLAB,NA,NA,FALSE,FALSE,FALSE
kxytechnologies,kxy-python,Python,GPL-3.0,v1.0.4,FALSE,FALSE,FALSE
DavideMammarella,USI-MSDE-Thesis-Code,Python,MIT,NA,FALSE,FALSE,FALSE
dylan-yue,Dynamic_Contribution_Patterns_and_Technical_Success,Jupyter Notebook,GPL-3.0,NA,FALSE,FALSE,FALSE
saforem2,l2hmc-qcd,Python,Apache-2.0,0.4.0,FALSE,FALSE,FALSE
ekgren,open-optimizers,Python,CC0-1.0,NA,FALSE,FALSE,FALSE
CompRhys,roost,Python,MIT,NA,FALSE,FALSE,FALSE
marekdedic,BP-presentation,TeX,CC-BY-4.0,NA,FALSE,FALSE,FALSE
zhiyhu,CIDER,R,MIT,GBIO,FALSE,FALSE,FALSE
davidycliao,PorkCNN,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
ribesaurelien,france_study,Jupyter Notebook,NA,v0.1,FALSE,FALSE,FALSE
GregFekas,ThesisRepo,Python,NA,0.1.0,FALSE,FALSE,FALSE
ginop,reconchess-strangefish,Python,BSD-3-Clause,python-chess-dict,FALSE,FALSE,FALSE
Lakens,statistical_inferences,TeX,NA,v1.0.0,FALSE,FALSE,FALSE
phyloref,jphyloref,Java,MIT,v1.1.1,FALSE,FALSE,FALSE
salu133445,arranger,Python,MIT,v0.0,FALSE,FALSE,FALSE
Digas-2,Dissertation,Python,NA,NA,FALSE,FALSE,FALSE
GenericMappingTools,gmt,C,NA,6.3.0,FALSE,FALSE,FALSE
OBrink,RanDepict,Python,MIT,1.0.5,FALSE,FALSE,FALSE
fneum,core-tso-data,Python,MIT,NA,FALSE,FALSE,FALSE
stnolting,neoTRNG,VHDL,BSD-3-Clause,v1.0.0,FALSE,FALSE,FALSE
BlueBrain,NeuroTS,Python,GPL-3.0,3.1.1,FALSE,FALSE,FALSE
theochem,B3DB,Jupyter Notebook,CC0-1.0,NA,FALSE,FALSE,FALSE
WU-BIMAC,MicroMetaApp-Omero,JavaScript,GPL-3.0,1.2.2-b1-1,FALSE,FALSE,FALSE
Omarzintan,cmc-dining-repo,NetLogo,NA,NA,FALSE,FALSE,FALSE
JarronL,webbpsf_ext,Jupyter Notebook,MIT,v1.0.4,FALSE,FALSE,FALSE
AIS-Bonn,vp-suite,Python,MIT,v0.0.9,FALSE,FALSE,FALSE
